Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
6.26,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.159,-0.42,1.0,-4.0,3.451,4.98
6.26,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.213,0.1,1.0,-4.0,3.451,4.98
6.26,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.3,0.17,1.0,-4.0,3.451,5.003
6.26,5.2,5.0,5.6,3.74,4.45,10.0,0.9,1.847,1.184,2.209,4.822,22.59,0.59,1.0,-4.0,3.451,5.125
6.26,5.2,5.0,6.1,3.711,4.49,10.0,0.9,1.854,1.196,2.214,4.836,22.619,-0.35,1.0,-4.0,3.451,5.65
6.26,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.719,-0.04,1.0,-4.0,3.451,5.675
6.26,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.746,-0.41,1.0,-4.0,3.451,5.675
6.26,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.768,0.54,1.0,-4.0,3.451,5.675
6.26,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.77,-1.03,1.0,-4.0,3.451,5.747
6.26,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.873,0.44,1.0,-4.0,3.451,5.747
6.26,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.904,0.5,1.0,-4.0,3.451,5.747
6.26,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.756,-0.61,1.0,-4.0,3.451,5.747
6.26,5.5,5.0,6.1,3.706,4.52,10.0,0.87,1.889,1.258,2.24,4.925,22.839,0.3,1.0,-4.0,3.451,5.77
6.26,5.5,5.0,6.1,3.706,4.52,10.0,0.87,1.889,1.258,2.24,4.925,22.996,0.57,1.0,-4.0,3.451,5.77
6.26,5.6,5.0,6.1,3.704,4.53,10.0,0.86,1.907,1.29,2.252,4.965,23.116,0.86,1.0,-4.0,3.451,5.818
6.26,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.11,0.22,1.0,-4.0,3.451,5.843
6.26,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.053,-0.87,1.0,-4.0,3.451,5.865
6.26,5.7,5.0,6.1,3.7,4.54,10.0,0.84,1.945,1.361,2.277,5.044,23.18,-1.05,1.0,-4.0,3.451,5.887
6.26,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.148,-0.19,1.0,-4.0,3.451,5.912
6.26,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.25,-0.21,1.0,-4.0,3.451,5.912
6.26,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.388,-0.63,1.0,-4.0,3.451,5.96
6.26,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.481,-0.47,1.0,-4.0,3.451,5.96
6.26,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.519,-0.01,1.0,-4.0,3.451,5.96
6.26,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.485,-0.13,1.0,-4.0,3.451,5.98
6.26,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.574,0.08,1.0,-4.0,3.451,6.005
6.26,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.592,0.44,1.0,-4.0,3.451,6.005
6.26,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.664,-0.79,1.0,-4.0,3.451,6.633
6.26,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.896,-0.09,1.0,-4.0,3.451,6.66
6.26,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,23.759,-1.21,1.0,-4.0,3.451,6.66
6.26,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,23.891,-0.01,1.0,-4.0,3.451,6.69
6.26,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,23.912,-0.19,1.0,-4.0,3.451,6.69
6.26,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.042,-0.23,1.0,-4.0,3.451,6.718
6.26,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.012,-0.28,1.0,-4.0,3.451,6.718
6.26,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,23.95,-0.08,1.0,-4.0,3.451,6.718
6.26,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.133,0.06,1.0,-4.0,3.451,6.718
6.26,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.131,-0.29,1.0,-4.0,3.451,6.718
6.26,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.167,0.11,1.0,-4.0,3.451,6.747
6.26,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.15,0.0,1.0,-4.0,3.451,6.747
6.26,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.083,-0.15,1.0,-4.0,3.451,6.747
6.26,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.114,0.36,1.0,-4.0,3.451,6.747
6.26,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.215,0.58,1.0,-4.0,3.451,6.747
6.26,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.214,0.28,1.0,-4.0,3.451,6.775
6.26,6.8,5.0,6.5,3.646,4.62,10.0,0.74,2.173,1.799,2.502,5.581,24.284,-0.21,1.0,-4.0,3.451,6.775
6.26,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.476,-0.19,1.0,-4.0,3.451,6.802
6.26,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.51,-0.15,1.0,-4.0,3.451,6.802
6.26,7.0,5.0,6.5,3.644,4.63,10.0,0.73,2.212,1.864,2.555,5.676,24.494,-0.66,1.0,-4.0,3.451,6.802
6.26,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.555,-0.46,1.0,-4.0,3.451,6.83
6.26,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,24.639,0.13,1.0,-4.0,3.451,6.83
6.26,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.915,0.04,1.0,-4.0,3.451,7.597
6.26,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.996,-0.54,1.0,-4.0,3.451,7.597
6.26,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.99,0.13,1.0,-4.0,3.451,7.597
6.26,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,24.99,0.03,1.0,-4.0,3.451,7.597
6.26,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.023,-0.03,1.0,-4.0,3.451,7.597
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.156,-0.56,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.119,0.14,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.053,-0.39,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.217,0.16,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.182,-0.17,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.104,-0.26,1.0,-4.0,3.451,7.628
6.26,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.121,-0.23,1.0,-4.0,3.451,7.628
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.522,0.24,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.437,-0.52,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.435,0.46,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.359,0.49,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.343,0.33,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.469,0.17,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.512,0.41,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.488,-0.34,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.359,-0.27,1.0,-4.0,3.451,7.66
6.26,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.372,-0.06,1.0,-4.0,3.451,7.66
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.865,-0.02,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.774,-0.28,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.87,-0.14,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.798,-0.41,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.933,0.42,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.798,0.41,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.744,-0.48,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.847,0.41,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.758,-0.21,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.799,-0.18,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.766,-0.51,1.0,-4.0,3.451,7.69
6.26,8.4,5.0,7.0,3.59,4.7,10.0,0.61,2.441,2.14,3.026,6.382,25.837,-0.43,1.0,-4.0,3.451,7.69
6.759,8.2,5.0,6.9,3.61,4.65,6.0,0.64,2.43,2.26,2.985,6.377,25.732,0.54,1.0,-4.0,3.451,6.83
6.759,8.3,5.0,6.9,3.607,4.68,7.0,0.65,2.466,2.149,3.008,6.574,25.986,0.0,1.0,-4.0,3.451,6.93
6.759,8.2,5.0,6.7,3.61,4.69,6.0,0.66,2.437,2.213,2.986,6.314,25.89,0.28,1.0,-4.0,3.451,6.862
6.759,8.0,5.0,6.7,3.616,4.65,7.0,0.66,2.429,2.14,2.919,6.383,25.623,0.03,1.0,-4.0,3.451,6.662
6.759,7.9,5.0,6.7,3.62,4.64,6.0,0.67,2.421,2.25,2.898,6.227,25.574,0.46,1.0,-4.0,3.451,6.562
6.759,4.8,5.0,5.3,3.76,4.42,6.0,0.99,1.776,1.079,2.131,4.616,22.402,0.21,1.0,-4.0,3.451,4.147
6.759,4.9,5.0,5.4,3.76,4.44,5.0,1.0,1.805,1.158,2.136,4.615,22.414,0.42,1.0,-4.0,3.451,4.247
6.759,4.6,5.0,5.1,3.77,4.41,6.0,1.04,1.758,1.073,2.093,4.545,22.198,0.32,1.0,-4.0,3.451,3.979
6.759,7.8,5.0,6.58,3.647,4.74,8.0,0.59,2.235,1.768,2.636,5.8,25.429,-0.7,1.0,-4.0,3.451,7.224
6.759,6.8,5.0,6.21,3.695,4.68,8.0,0.66,1.963,1.249,2.317,5.232,24.304,-1.07,1.0,-4.0,3.451,6.469
6.759,6.4,5.0,5.93,3.716,4.66,8.0,0.7,1.874,1.096,2.265,5.062,24.044,-0.85,1.0,-4.0,3.451,6.148
6.759,5.6,5.0,5.28,3.755,4.58,8.0,0.77,1.674,0.738,2.145,4.698,23.125,-1.2,1.0,-4.0,3.451,5.457
6.759,5.4,5.0,5.15,3.763,4.55,8.0,0.79,1.658,0.74,2.111,4.627,23.039,-0.97,1.0,-4.0,3.451,5.272
6.759,1.8,3.0,6.2,3.653,2.7,10.0,1.05,2.335,2.08,2.551,5.718,19.433,-0.16,1.0,-4.0,3.451,1.515
6.759,2.8,3.0,6.0,3.67,3.24,10.0,1.05,2.219,1.873,2.43,5.507,20.383,0.31,1.0,-4.0,3.451,2.688
6.759,2.9,3.0,6.0,3.671,3.28,10.0,1.05,2.212,1.862,2.423,5.493,20.539,-0.11,1.0,-4.0,3.451,2.77
6.759,3.1,3.0,6.0,3.674,3.36,10.0,1.05,2.199,1.84,2.41,5.468,20.7,0.23,1.0,-4.0,3.451,2.94
6.759,3.3,3.0,6.0,3.676,3.46,10.0,1.05,2.182,1.81,2.4,5.443,20.948,-0.24,1.0,-4.0,3.451,3.193
6.759,3.7,3.0,5.8,3.682,3.66,10.0,1.04,2.14,1.725,2.378,5.376,21.23,0.17,1.0,-4.0,3.451,3.612
6.759,3.8,4.0,5.2,3.737,3.99,10.0,1.03,1.866,1.205,2.219,4.854,21.437,-0.59,1.0,-4.0,3.451,3.885
6.759,3.9,4.0,6.0,3.751,4.08,10.0,1.02,1.795,1.086,2.16,4.696,21.527,0.42,1.0,-4.0,3.451,3.977
6.759,3.9,4.0,6.0,3.753,4.1,10.0,1.02,1.786,1.072,2.151,4.674,21.524,0.62,1.0,-4.0,3.451,4.0
6.759,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.658,0.01,1.0,-4.0,3.451,4.043
6.759,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.595,0.42,1.0,-4.0,3.451,4.043
6.759,4.0,4.0,6.0,3.756,4.12,10.0,1.01,1.773,1.053,2.138,4.645,21.671,0.24,1.0,-4.0,3.451,4.043
6.759,4.0,4.0,6.0,3.758,4.14,10.0,1.01,1.766,1.043,2.132,4.628,21.668,-0.2,1.0,-4.0,3.451,4.063
6.759,4.1,4.0,5.2,3.743,4.21,10.0,1.0,1.761,1.034,2.127,4.615,21.733,0.22,1.0,-4.0,3.451,4.497
6.759,4.1,4.0,5.2,3.743,4.21,10.0,1.0,1.761,1.034,2.127,4.615,21.775,-0.38,1.0,-4.0,3.451,4.497
6.759,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.773,1.051,2.139,4.643,21.966,-0.35,1.0,-4.0,3.451,4.798
6.759,4.4,5.0,5.5,3.745,4.34,10.0,0.98,1.774,1.053,2.14,4.645,21.966,0.76,1.0,-4.0,3.451,4.81
6.759,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.029,-0.12,1.0,-4.0,3.451,4.855
6.759,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.086,-0.08,1.0,-4.0,3.451,4.855
6.759,4.5,5.0,5.5,3.745,4.36,10.0,0.97,1.779,1.061,2.145,4.658,22.071,0.08,1.0,-4.0,3.451,4.855
6.759,4.6,5.0,5.5,3.744,4.37,10.0,0.96,1.782,1.065,2.147,4.666,22.163,-0.38,1.0,-4.0,3.451,4.895
6.759,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.179,0.36,1.0,-4.0,3.451,4.918
6.759,4.6,5.0,5.5,3.744,4.38,10.0,0.96,1.781,1.066,2.147,4.668,22.148,-0.23,1.0,-4.0,3.451,4.918
6.759,4.7,5.0,5.5,3.744,4.39,10.0,0.95,1.782,1.067,2.147,4.671,22.371,0.53,1.0,-4.0,3.451,4.94
6.759,4.7,5.0,5.5,3.744,4.39,10.0,0.95,1.782,1.067,2.147,4.671,22.278,-0.04,1.0,-4.0,3.451,4.94
6.759,4.8,5.0,5.5,3.743,4.4,10.0,0.94,1.789,1.081,2.155,4.692,22.355,-0.22,1.0,-4.0,3.451,4.98
6.759,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.47,-0.41,1.0,-4.0,3.451,5.003
6.759,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.325,0.4,1.0,-4.0,3.451,5.003
6.759,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.326,-1.03,1.0,-4.0,3.451,5.003
6.759,4.8,5.0,5.5,3.743,4.41,10.0,0.94,1.794,1.089,2.16,4.704,22.424,-0.6,1.0,-4.0,3.451,5.003
6.759,4.9,5.0,5.5,3.743,4.42,10.0,0.93,1.8,1.098,2.165,4.716,22.586,0.04,1.0,-4.0,3.451,5.023
6.759,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.658,-0.35,1.0,-4.0,3.451,5.065
6.759,5.0,5.0,5.5,3.742,4.43,10.0,0.92,1.813,1.121,2.178,4.748,22.694,0.08,1.0,-4.0,3.451,5.065
6.759,5.0,5.0,5.6,3.741,4.44,10.0,0.91,1.824,1.142,2.188,4.773,22.597,0.12,1.0,-4.0,3.451,5.085
6.759,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.665,0.51,1.0,-4.0,3.451,5.105
6.759,5.1,5.0,5.6,3.741,4.44,10.0,0.91,1.833,1.157,2.196,4.791,22.676,-0.14,1.0,-4.0,3.451,5.105
6.759,5.2,5.0,5.6,3.74,4.45,10.0,0.9,1.847,1.184,2.209,4.822,22.805,-0.08,1.0,-4.0,3.451,5.125
6.759,5.2,5.0,6.1,3.711,4.49,10.0,0.9,1.854,1.196,2.214,4.836,22.828,-0.42,1.0,-4.0,3.451,5.65
6.759,5.2,5.0,6.1,3.711,4.49,10.0,0.9,1.854,1.196,2.214,4.836,22.723,-0.09,1.0,-4.0,3.451,5.65
6.759,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.861,0.02,1.0,-4.0,3.451,5.675
6.759,5.3,5.0,6.1,3.71,4.5,10.0,0.89,1.86,1.207,2.219,4.854,22.948,-0.16,1.0,-4.0,3.451,5.675
6.759,5.3,5.0,6.1,3.709,4.5,10.0,0.89,1.868,1.22,2.225,4.872,22.971,0.26,1.0,-4.0,3.451,5.7
6.759,5.3,5.0,6.1,3.709,4.5,10.0,0.89,1.868,1.22,2.225,4.872,22.894,-0.53,1.0,-4.0,3.451,5.7
6.759,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,22.991,-0.12,1.0,-4.0,3.451,5.722
6.759,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,22.982,-0.41,1.0,-4.0,3.451,5.722
6.759,5.4,5.0,6.1,3.708,4.51,10.0,0.88,1.872,1.228,2.228,4.884,22.931,-0.06,1.0,-4.0,3.451,5.722
6.759,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,22.955,0.27,1.0,-4.0,3.451,5.747
6.759,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.051,0.14,1.0,-4.0,3.451,5.747
6.759,5.4,5.0,6.1,3.707,4.51,10.0,0.88,1.881,1.243,2.234,4.904,23.012,0.7,1.0,-4.0,3.451,5.747
6.759,5.5,5.0,6.1,3.705,4.53,10.0,0.87,1.896,1.27,2.245,4.941,23.115,0.32,1.0,-4.0,3.451,5.795
6.759,5.5,5.0,6.1,3.705,4.53,10.0,0.87,1.896,1.27,2.245,4.941,23.115,-0.04,1.0,-4.0,3.451,5.795
6.759,5.5,5.0,6.1,3.705,4.53,10.0,0.87,1.896,1.27,2.245,4.941,23.115,-0.51,1.0,-4.0,3.451,5.795
6.759,5.6,5.0,6.1,3.704,4.53,10.0,0.86,1.907,1.29,2.252,4.965,23.193,-0.28,1.0,-4.0,3.451,5.818
6.759,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.187,-0.35,1.0,-4.0,3.451,5.843
6.759,5.6,5.0,6.1,3.703,4.54,10.0,0.85,1.918,1.311,2.26,4.99,23.234,-0.22,1.0,-4.0,3.451,5.843
6.759,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.301,-0.31,1.0,-4.0,3.451,5.865
6.759,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.386,-0.2,1.0,-4.0,3.451,5.865
6.759,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.318,0.07,1.0,-4.0,3.451,5.865
6.759,5.7,5.0,6.1,3.702,4.54,10.0,0.85,1.93,1.334,2.268,5.016,23.375,0.44,1.0,-4.0,3.451,5.865
6.759,5.7,5.0,6.1,3.7,4.54,10.0,0.84,1.945,1.361,2.277,5.044,23.258,0.06,1.0,-4.0,3.451,5.887
6.759,5.7,5.0,6.1,3.7,4.54,10.0,0.84,1.945,1.361,2.277,5.044,23.241,-0.63,1.0,-4.0,3.451,5.887
6.759,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.311,0.77,1.0,-4.0,3.451,5.912
6.759,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.372,0.38,1.0,-4.0,3.451,5.912
6.759,5.8,5.0,6.1,3.699,4.55,10.0,0.83,1.961,1.395,2.288,5.077,23.321,0.07,1.0,-4.0,3.451,5.912
6.759,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.469,0.02,1.0,-4.0,3.451,5.935
6.759,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.498,0.03,1.0,-4.0,3.451,5.935
6.759,5.9,5.0,6.1,3.698,4.55,10.0,0.83,1.979,1.431,2.3,5.113,23.564,0.02,1.0,-4.0,3.451,5.935
6.759,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.684,-0.12,1.0,-4.0,3.451,5.96
6.759,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.645,-0.76,1.0,-4.0,3.451,5.96
6.759,6.0,5.0,6.2,3.697,4.56,10.0,0.82,1.999,1.475,2.313,5.153,23.643,-0.67,1.0,-4.0,3.451,5.96
6.759,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.722,0.09,1.0,-4.0,3.451,5.98
6.759,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.703,-0.18,1.0,-4.0,3.451,5.98
6.759,6.1,5.0,6.2,3.695,4.56,10.0,0.81,2.026,1.533,2.332,5.208,23.686,0.25,1.0,-4.0,3.451,5.98
6.759,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.876,0.59,1.0,-4.0,3.451,6.005
6.759,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.849,-0.07,1.0,-4.0,3.451,6.005
6.759,6.2,5.0,6.2,3.694,4.57,10.0,0.8,2.054,1.599,2.35,5.258,23.728,0.39,1.0,-4.0,3.451,6.005
6.759,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.888,0.21,1.0,-4.0,3.451,6.633
6.759,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.983,0.17,1.0,-4.0,3.451,6.633
6.759,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.864,0.04,1.0,-4.0,3.451,6.633
6.759,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.89,-0.32,1.0,-4.0,3.451,6.633
6.759,6.3,5.0,6.5,3.654,4.6,10.0,0.79,2.074,1.641,2.368,5.303,23.849,-0.04,1.0,-4.0,3.451,6.633
6.759,6.4,5.0,6.5,3.652,4.6,10.0,0.79,2.087,1.662,2.386,5.344,24.053,-0.64,1.0,-4.0,3.451,6.66
6.759,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.025,0.58,1.0,-4.0,3.451,6.69
6.759,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.131,0.0,1.0,-4.0,3.451,6.69
6.759,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.089,0.17,1.0,-4.0,3.451,6.69
6.759,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.117,0.08,1.0,-4.0,3.451,6.69
6.759,6.5,5.0,6.5,3.651,4.61,10.0,0.77,2.102,1.686,2.406,5.389,24.154,0.42,1.0,-4.0,3.451,6.69
6.759,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.191,0.04,1.0,-4.0,3.451,6.718
6.759,6.6,5.0,6.5,3.649,4.61,10.0,0.76,2.124,1.722,2.434,5.45,24.248,-0.69,1.0,-4.0,3.451,6.718
6.759,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.285,0.42,1.0,-4.0,3.451,6.747
6.759,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.396,-0.36,1.0,-4.0,3.451,6.747
6.759,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.222,0.1,1.0,-4.0,3.451,6.747
6.759,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.372,-0.07,1.0,-4.0,3.451,6.747
6.759,6.7,5.0,6.5,3.648,4.62,10.0,0.75,2.145,1.756,2.463,5.507,24.248,-0.47,1.0,-4.0,3.451,6.747
