Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,[Fe/H],l,b,Av,Mbol
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.153,0.3,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.181,-0.02,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.204,-0.18,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.194,0.55,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.273,-0.08,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.3,0.63,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.225,-0.05,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.195,0.19,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.246,-0.03,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.178,-0.12,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.318,-0.25,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.193,-0.41,1.0,-4.0,3.451,6.83
8.258,7.2,5.0,6.7,3.643,4.63,10.0,0.71,2.264,1.954,2.624,5.791,25.314,0.23,1.0,-4.0,3.451,6.83
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.532,-0.04,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.534,0.17,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.606,-0.11,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.457,0.14,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.568,0.29,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.445,0.15,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.58,0.09,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.61,0.05,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.496,-0.62,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.614,-0.12,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.586,0.38,1.0,-4.0,3.451,7.597
8.258,7.5,5.0,6.9,3.596,4.69,10.0,0.69,2.332,2.076,2.717,5.934,25.478,0.14,1.0,-4.0,3.451,7.597
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.776,-0.01,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.64,0.19,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.671,-0.06,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.663,0.55,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.734,0.72,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.753,0.39,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.699,-0.03,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.781,0.01,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.734,-0.38,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.749,-0.23,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.742,0.03,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.679,0.14,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.692,0.19,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.8,-0.05,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.714,0.13,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.778,-0.08,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.767,0.56,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.807,0.14,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.656,-0.07,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.756,-0.22,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.74,0.09,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.712,0.21,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.776,0.55,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.671,-0.37,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.682,-0.55,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.711,-0.03,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.702,-0.51,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.76,0.77,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.831,-0.46,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.767,0.15,1.0,-4.0,3.451,7.628
8.258,7.7,5.0,7.0,3.594,4.69,10.0,0.67,2.353,2.092,2.777,6.019,25.779,-0.12,1.0,-4.0,3.451,7.628
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.94,-0.25,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.972,-0.11,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.954,-0.27,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.969,-0.08,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.983,-0.43,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.999,-0.62,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.995,-0.07,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.98,0.26,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.95,-0.95,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.962,0.29,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.996,0.18,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.953,0.36,1.0,-4.0,3.451,7.66
8.258,8.0,5.0,7.0,3.592,4.69,10.0,0.64,2.383,2.109,2.866,6.15,25.977,0.16,1.0,-4.0,3.451,7.66
