Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,mul,mub,Vr,UU,VV,WW,[Fe/H],l,b,Av,Mbol
1.845,10.6,5.0,6.96,3.595,5.09,9.0,0.22,1.303,0.797,2.029,3.142,21.933,3.847,-0.58,-33.77,90.53,-325.08,-55.09,-2.5,200.0,59.0,0.006,9.697
1.855,10.6,5.0,7.11,3.573,4.99,8.0,0.3,1.467,1.177,2.19,3.643,21.954,1.017,-1.0,-12.44,-34.21,-107.6,-55.94,-0.55,200.0,59.0,0.006,9.335
1.855,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.434,1.172,2.065,3.599,21.531,0.529,-1.135,44.83,-86.16,-80.85,-12.97,-0.45,200.0,59.0,0.006,9.022
1.855,6.2,5.0,5.75,3.726,4.65,8.0,0.71,0.726,0.175,0.823,1.9,17.497,0.589,0.15,-5.17,30.83,-43.87,2.37,-0.67,200.0,59.0,0.006,5.982
1.855,4.4,5.0,4.75,3.791,4.32,8.0,0.87,0.452,-0.168,0.587,1.33,15.787,0.871,0.213,15.01,34.02,-69.12,22.52,-1.0,200.0,59.0,0.006,4.305
1.855,11.5,6.0,9.0,4.103,8.0,8.0,0.61,0.131,-0.611,-0.068,-0.345,22.935,0.434,-0.385,32.77,-30.11,-51.56,10.64,-0.85,200.0,59.0,0.006,0.0
1.865,11.9,5.0,7.4,3.525,4.92,7.0,0.28,1.627,1.256,2.345,4.487,23.264,-0.255,0.077,17.12,-10.51,20.21,18.19,-0.42,200.0,59.0,0.006,10.275
1.865,9.0,5.0,7.0,3.587,4.74,6.0,0.58,1.405,1.19,1.765,3.579,20.405,0.052,-0.205,5.6,-15.71,-10.59,-4.51,-0.34,200.0,59.0,0.006,7.566
1.865,10.8,5.0,7.14,3.569,5.01,8.0,0.28,1.499,1.136,2.252,3.62,22.119,-0.162,-0.4,35.76,-50.72,-3.21,12.43,-0.95,200.0,59.0,0.006,9.49
1.865,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.421,1.137,2.002,3.502,21.362,0.716,-1.062,-9.48,-49.35,-85.33,-56.46,-0.65,200.0,59.0,0.006,8.867
1.865,9.6,5.0,6.98,3.592,4.91,8.0,0.42,1.375,1.107,1.877,3.39,20.913,0.065,-0.809,19.81,-65.26,-29.85,-19.88,-0.67,200.0,59.0,0.006,8.559
1.865,7.4,5.0,6.44,3.665,4.72,8.0,0.62,1.009,0.658,1.056,2.508,18.688,0.495,-0.532,40.23,-42.39,-62.03,10.25,-1.05,200.0,59.0,0.006,6.93
1.875,10.8,5.0,7.14,3.569,5.01,8.0,0.28,1.485,1.177,2.252,3.703,22.137,0.766,0.472,-14.35,63.99,-49.13,9.29,-0.57,200.0,59.0,0.006,9.49
1.875,7.0,5.0,6.29,3.684,4.7,8.0,0.65,0.897,0.392,0.934,2.267,18.3,0.746,-0.924,-23.69,-31.97,-82.18,-62.58,-1.4,200.0,59.0,0.006,6.625
1.875,6.0,5.0,5.58,3.737,4.63,8.0,0.73,0.711,0.208,0.794,1.791,17.432,0.399,0.521,-65.23,81.01,-8.24,-32.05,-0.28,200.0,59.0,0.006,5.812
1.875,5.8,5.0,5.42,3.746,4.61,8.0,0.75,0.64,0.032,0.76,1.703,17.151,0.862,-0.236,40.12,-10.1,-85.17,23.61,-0.64,200.0,59.0,0.006,5.637
1.875,4.6,5.0,4.8,3.787,4.38,8.0,0.86,0.495,-0.096,0.602,1.35,15.916,1.272,-0.127,-37.94,47.93,-102.85,-38.34,-0.51,200.0,59.0,0.006,4.502
1.885,12.0,5.0,7.3,3.546,5.11,8.0,0.19,1.638,1.124,2.627,3.881,23.368,0.201,-0.604,49.53,-61.3,-41.44,14.66,-1.19,200.0,59.0,0.006,10.353
1.885,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.42,1.123,2.002,3.483,21.331,1.006,0.584,11.44,67.2,-71.15,36.67,-0.74,200.0,59.0,0.006,8.867
1.885,9.4,5.0,6.95,3.596,4.89,8.0,0.44,1.386,1.229,1.815,3.653,20.733,1.397,-0.008,-21.48,52.54,-113.69,-18.76,-0.03,200.0,59.0,0.006,8.405
1.885,5.4,5.0,5.15,3.763,4.55,8.0,0.79,0.568,-0.077,0.69,1.546,16.842,0.342,-0.851,0.72,-51.17,-51.16,-38.57,-0.67,200.0,59.0,0.006,5.272
1.895,11.4,5.0,7.3,3.535,4.92,5.0,0.34,1.591,1.214,2.283,4.337,22.745,0.269,-0.121,3.03,-1.93,-26.4,-2.98,-0.39,200.0,59.0,0.006,9.807
1.895,12.8,5.0,7.42,3.527,5.19,8.0,0.14,1.723,1.245,2.877,4.362,24.253,0.942,0.983,-1.84,100.94,-53.32,43.89,-0.68,200.0,59.0,0.006,11.042
1.895,11.6,5.0,7.24,3.554,5.08,8.0,0.21,1.528,1.185,2.502,4.033,23.025,1.959,0.077,33.49,49.51,-169.2,32.26,-0.36,200.0,59.0,0.006,10.082
1.895,8.8,5.0,6.84,3.611,4.82,8.0,0.5,1.309,1.131,1.602,3.253,20.157,0.249,0.191,-23.6,32.91,-11.86,-11.39,-0.35,200.0,59.0,0.006,7.951
1.895,7.0,5.0,6.29,3.684,4.7,8.0,0.65,0.929,0.589,0.95,2.301,18.374,0.065,-0.272,-68.81,15.64,-0.52,-71.55,-0.73,200.0,59.0,0.006,6.625
1.895,6.6,5.0,6.12,3.705,4.67,8.0,0.68,0.811,0.306,0.871,2.072,18.028,0.896,-1.413,64.75,-106.07,-124.28,-9.89,-0.9,200.0,59.0,0.006,6.31
1.905,6.8,5.0,6.21,3.695,4.68,8.0,0.66,0.849,0.356,0.897,2.157,18.15,0.526,-0.062,30.61,-3.05,-51.68,23.37,-1.09,200.0,59.0,0.006,6.469
1.905,6.4,5.0,5.93,3.716,4.66,8.0,0.7,0.76,0.202,0.845,1.989,17.733,1.468,-1.237,-13.25,-38.21,-154.98,-68.89,-0.87,200.0,59.0,0.006,6.148
1.915,12.2,5.0,7.4,3.52,4.99,5.0,0.27,1.477,1.225,2.569,4.837,23.706,-0.08,-0.184,-26.96,-2.9,6.63,-31.72,0.07,200.0,59.0,0.006,10.575
1.915,10.4,5.0,7.09,3.576,4.98,8.0,0.32,1.455,1.061,2.127,3.479,21.766,1.445,-1.285,7.84,-52.89,-158.87,-53.36,-1.24,200.0,59.0,0.006,9.179
1.915,7.0,5.0,6.29,3.684,4.7,8.0,0.65,0.937,0.625,0.955,2.306,18.472,-0.244,-1.695,89.54,-174.84,-40.09,-2.5,-0.62,200.0,59.0,0.006,6.625
1.925,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.506,1.181,2.44,4.021,22.889,0.05,-0.633,29.66,-59.29,-26.46,-4.32,-0.27,200.0,59.0,0.006,9.94
1.925,4.2,5.0,4.73,3.793,4.26,8.0,0.88,0.458,-0.137,0.578,1.301,15.585,1.687,-1.479,74.23,-91.98,-197.25,-5.86,-0.8,200.0,59.0,0.006,4.108
1.935,9.7,5.0,7.15,3.57,4.79,7.0,0.53,1.468,1.196,1.919,3.806,21.083,0.106,-0.685,28.16,-60.92,-32.56,-8.24,-0.33,200.0,59.0,0.006,8.203
1.935,11.0,5.0,7.16,3.566,5.03,8.0,0.26,1.516,1.141,2.315,3.667,22.433,0.333,-0.087,30.9,-10.95,-36.49,22.37,-0.94,200.0,59.0,0.006,9.642
1.935,10.8,5.0,7.14,3.569,5.01,8.0,0.28,1.5,1.111,2.252,3.595,22.151,0.38,-0.399,-1.99,-16.59,-43.12,-20.55,-1.08,200.0,59.0,0.006,9.49
1.935,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.43,1.198,2.065,3.759,21.655,0.385,-0.266,-21.85,2.98,-36.52,-31.31,-0.19,200.0,59.0,0.006,9.022
1.935,6.0,5.0,5.58,3.737,4.63,8.0,0.73,0.678,0.094,0.792,1.791,17.413,0.047,-1.107,17.99,-89.04,-36.99,-36.89,-0.65,200.0,59.0,0.006,5.812
1.935,3.0,3.0,5.47,3.707,3.39,8.0,0.93,0.796,0.203,0.858,2.046,14.344,0.97,-0.783,-18.33,-18.56,-101.39,-52.69,-1.02,200.0,59.0,0.006,2.748
1.945,3.9,5.0,4.8,3.78,4.2,6.0,1.12,0.526,-0.058,0.626,1.414,15.402,0.497,0.041,-11.37,24.22,-39.98,-7.81,-0.4,200.0,59.0,0.006,3.31
1.945,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.436,1.116,2.065,3.494,21.649,-0.377,-0.626,-3.69,-56.56,16.38,-32.88,-0.86,200.0,59.0,0.006,9.022
1.945,6.8,5.0,6.21,3.695,4.68,8.0,0.66,0.835,0.253,0.896,2.141,18.157,-0.42,-1.195,-14.57,-94.95,6.63,-69.24,-1.47,200.0,59.0,0.006,6.469
1.945,4.6,5.0,4.8,3.787,4.38,8.0,0.86,0.474,-0.149,0.602,1.364,16.09,-0.376,-0.592,53.88,-81.91,7.06,18.07,-0.85,200.0,59.0,0.006,4.502
1.955,12.2,5.0,7.4,3.52,4.97,7.0,0.26,1.671,1.321,2.423,4.572,23.656,0.022,-0.474,18.7,-43.73,-18.1,-6.6,-0.5,200.0,59.0,0.006,10.575
1.955,8.6,5.0,7.0,3.598,4.71,5.0,0.62,1.377,1.267,1.668,3.582,19.997,0.228,-0.219,-16.1,-1.34,-22.94,-24.26,0.02,200.0,59.0,0.006,7.198
1.955,9.4,5.0,6.95,3.596,4.89,8.0,0.44,1.344,1.041,1.815,3.285,20.777,0.274,-0.25,-77.03,27.34,-17.11,-77.95,-0.93,200.0,59.0,0.006,8.405
1.955,7.8,5.0,6.58,3.647,4.74,8.0,0.59,1.103,0.804,1.199,2.702,19.315,0.586,-0.349,21.21,-17.78,-64.25,1.5,-0.94,200.0,59.0,0.006,7.224
1.955,7.4,5.0,6.44,3.665,4.72,8.0,0.62,1.036,0.785,1.078,2.538,18.762,-0.047,-0.501,-27.02,-25.79,-4.73,-47.06,-0.65,200.0,59.0,0.006,6.93
1.955,13.4,6.0,9.0,3.855,8.0,8.0,0.59,0.371,-0.533,0.492,0.905,24.811,0.043,0.083,39.15,-11.36,-8.34,37.54,-1.23,200.0,59.0,0.006,0.0
1.965,13.0,5.0,7.45,3.522,5.21,8.0,0.13,1.772,1.277,2.94,4.441,24.468,1.607,-1.026,-24.22,-14.08,-164.37,-69.98,-0.73,200.0,59.0,0.006,11.17
1.965,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.435,1.164,2.065,3.563,21.618,0.897,-0.004,52.81,2.72,-87.88,45.08,-0.52,200.0,59.0,0.006,9.022
1.965,9.4,5.0,6.79,3.617,4.99,9.0,0.35,1.203,0.749,1.662,2.926,20.965,3.989,-3.456,42.46,-152.72,-450.95,-129.37,-1.66,200.0,59.0,0.006,8.69
1.975,13.2,5.0,7.5,3.502,5.06,7.0,0.2,1.729,1.426,2.778,4.975,24.612,0.145,-0.346,27.76,-34.85,-27.13,7.13,-0.44,200.0,59.0,0.006,11.512
1.975,6.1,5.0,6.2,3.692,4.57,7.0,0.86,0.933,0.655,0.931,2.227,17.669,0.448,-0.37,-27.68,-0.18,-44.74,-41.59,-0.26,200.0,59.0,0.006,5.19
1.975,10.4,5.0,7.09,3.576,4.98,8.0,0.32,1.454,1.172,2.127,3.605,21.914,1.787,-0.146,53.81,20.17,-170.68,39.08,-0.54,200.0,59.0,0.006,9.179
1.975,5.6,5.0,5.28,3.755,4.58,8.0,0.77,0.601,-0.031,0.722,1.615,17.051,0.596,-0.2,-105.11,54.84,-39.41,-99.76,-0.65,200.0,59.0,0.006,5.457
1.985,12.2,5.0,7.34,3.54,5.15,8.0,0.17,1.695,1.188,2.69,4.024,23.658,0.968,-0.204,-48.12,38.97,-82.79,-51.14,-1.02,200.0,59.0,0.006,10.614
1.985,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.434,1.076,2.065,3.453,21.722,1.061,-0.094,81.03,-12.22,-110.72,64.88,-1.09,200.0,59.0,0.006,9.022
1.985,6.8,5.0,6.21,3.695,4.68,8.0,0.66,0.839,0.282,0.896,2.146,18.234,0.761,-0.03,-11.54,27.83,-66.07,-11.33,-1.37,200.0,59.0,0.006,6.469
1.995,8.3,5.0,6.9,3.607,4.68,7.0,0.65,1.311,1.103,1.579,3.217,19.739,-0.554,-0.606,29.92,-78.56,27.19,-3.86,-0.56,200.0,59.0,0.006,6.93
1.995,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.566,1.116,2.44,3.735,22.966,0.829,0.081,-82.86,73.1,-56.78,-67.06,-1.14,200.0,59.0,0.006,9.94
1.995,5.0,5.0,4.95,3.777,4.48,8.0,0.82,0.485,-0.205,0.641,1.472,16.446,0.625,-1.23,68.69,-106.74,-101.7,-1.04,-1.24,200.0,59.0,0.006,4.893
1.995,6.4,5.0,5.66,3.731,4.72,9.0,0.64,0.626,-0.135,0.815,1.857,17.894,2.973,-0.655,81.7,6.74,-296.72,38.14,-1.95,200.0,59.0,0.006,6.219
2.005,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.436,1.098,2.065,3.467,21.761,0.599,0.614,-22.47,77.37,-32.39,10.81,-0.99,200.0,59.0,0.006,9.022
2.005,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.416,1.062,2.002,3.417,21.471,0.677,-0.587,72.63,-58.07,-89.61,33.53,-1.1,200.0,59.0,0.006,8.867
2.005,9.8,5.0,7.01,3.588,4.93,8.0,0.4,1.389,1.069,1.94,3.378,21.271,0.677,-1.36,71.42,-116.64,-110.95,-5.34,-0.95,200.0,59.0,0.006,8.713
2.005,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.332,1.089,1.752,3.288,20.752,-0.824,-1.074,17.92,-117.68,40.53,-37.2,-0.64,200.0,59.0,0.006,8.252
2.005,8.0,5.0,6.64,3.638,4.75,8.0,0.57,1.176,0.984,1.282,2.818,19.544,1.03,-0.608,92.08,-57.63,-125.19,49.15,-0.51,200.0,59.0,0.006,7.368
2.005,4.6,5.0,4.8,3.787,4.38,8.0,0.86,0.487,-0.118,0.602,1.356,16.11,0.996,-0.034,-38.11,48.23,-83.16,-34.32,-0.65,200.0,59.0,0.006,4.502
2.015,13.0,5.0,7.45,3.522,5.21,8.0,0.13,1.826,1.281,2.94,4.394,24.467,-0.072,-0.487,98.54,-87.51,-24.5,60.52,-0.84,200.0,59.0,0.006,11.17
2.015,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.283,0.863,1.752,3.141,20.682,0.754,-1.05,1.76,-57.03,-97.38,-50.16,-1.61,200.0,59.0,0.006,8.252
2.015,5.0,5.0,4.95,3.777,4.48,8.0,0.82,0.528,-0.08,0.637,1.443,16.608,-0.318,-0.359,90.83,-81.98,2.49,60.18,-0.48,200.0,59.0,0.006,4.893
2.025,13.2,5.0,7.48,3.518,5.22,8.0,0.13,1.63,1.287,3.002,4.719,24.833,-0.033,-0.173,104.9,-65.26,-20.37,81.34,-0.19,200.0,59.0,0.006,11.294
2.025,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.568,1.081,2.44,3.699,22.903,1.013,-0.119,13.52,17.53,-97.07,5.72,-1.29,200.0,59.0,0.006,9.94
2.025,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.419,1.11,2.002,3.465,21.533,0.17,0.264,110.11,-27.3,-27.32,107.44,-0.82,200.0,59.0,0.006,8.867
2.025,9.8,5.0,7.01,3.588,4.93,8.0,0.4,1.398,1.143,1.94,3.467,21.277,0.38,0.168,-33.56,41.71,-23.63,-20.45,-0.53,200.0,59.0,0.006,8.713
2.035,8.2,5.0,6.9,3.61,4.65,7.0,0.64,1.29,1.063,1.529,3.15,19.769,-0.337,0.076,-12.91,1.03,35.0,-7.28,-0.68,200.0,59.0,0.006,6.83
2.035,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.555,1.16,2.44,3.801,22.996,0.932,0.512,-28.8,84.48,-64.93,0.76,-0.87,200.0,59.0,0.006,9.94
2.035,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.315,1.021,1.752,3.222,20.832,-0.432,0.057,31.6,-25.09,35.17,29.93,-0.94,200.0,59.0,0.006,8.252
2.035,8.0,5.0,6.64,3.638,4.75,8.0,0.57,1.179,0.992,1.282,2.824,19.526,-0.001,-0.819,33.12,-79.72,-28.87,-12.31,-0.49,200.0,59.0,0.006,7.368
2.035,4.6,5.0,4.8,3.787,4.38,8.0,0.86,0.477,-0.141,0.602,1.362,16.238,1.041,1.324,4.31,135.13,-57.65,69.48,-0.8,200.0,59.0,0.006,4.502
2.045,11.5,5.0,7.3,3.533,4.94,7.0,0.34,1.572,1.197,2.31,4.415,23.032,0.206,-0.396,27.05,-37.2,-34.8,3.4,-0.28,200.0,59.0,0.006,9.907
2.045,6.6,5.0,6.12,3.705,4.67,8.0,0.68,0.869,0.539,0.887,2.092,18.176,0.64,0.448,-64.4,87.36,-34.23,-32.84,-0.2,200.0,59.0,0.006,6.31
2.045,5.2,5.0,5.04,3.771,4.52,8.0,0.81,0.51,-0.182,0.662,1.506,16.822,0.917,-0.976,46.06,-68.08,-119.32,-9.23,-1.12,200.0,59.0,0.006,5.084
2.045,11.1,6.0,9.0,4.212,8.0,8.0,0.62,0.016,-0.758,-0.168,-0.555,22.753,-0.088,-0.505,-22.18,-31.62,-2.44,-44.23,-0.46,200.0,59.0,0.006,0.0
2.045,3.4,4.0,4.63,3.782,3.85,9.0,0.81,0.434,-0.239,0.625,1.444,14.874,1.995,-1.71,143.11,-136.6,-255.52,37.32,-2.09,200.0,59.0,0.006,3.299
2.055,12.9,5.0,7.5,3.508,5.0,7.0,0.22,1.724,1.416,2.659,4.826,24.529,0.078,0.031,-17.41,13.44,-3.17,-13.38,-0.52,200.0,59.0,0.006,11.212
2.055,12.0,5.0,7.3,3.546,5.11,8.0,0.19,1.618,1.176,2.627,3.973,23.509,0.791,-0.391,0.88,-4.79,-83.74,-18.88,-0.88,200.0,59.0,0.006,10.353
2.055,10.4,5.0,7.09,3.576,4.98,8.0,0.32,1.454,1.167,2.127,3.596,21.871,1.198,-0.335,-16.14,21.41,-116.37,-30.66,-0.58,200.0,59.0,0.006,9.179
2.055,8.2,5.0,6.7,3.631,4.77,8.0,0.56,1.18,0.909,1.362,2.832,19.766,-0.767,-1.223,46.92,-144.26,27.01,-21.16,-0.83,200.0,59.0,0.006,7.513
2.055,8.0,5.0,6.64,3.638,4.75,8.0,0.57,1.14,0.836,1.282,2.765,19.54,1.288,-0.235,23.98,12.85,-128.82,8.76,-0.97,200.0,59.0,0.006,7.368
2.055,6.6,5.0,6.12,3.705,4.67,8.0,0.68,0.79,0.196,0.868,2.061,18.214,-0.532,-0.193,-18.62,-23.83,46.46,-25.63,-1.31,200.0,59.0,0.006,6.31
2.065,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.349,1.154,1.752,3.396,20.834,0.232,-0.001,-18.45,16.62,-18.08,-15.85,-0.36,200.0,59.0,0.006,8.252
2.065,3.6,4.0,4.69,3.777,3.97,8.0,0.92,0.522,-0.08,0.637,1.444,15.206,-0.23,-0.429,35.58,-58.77,2.56,8.84,-0.54,200.0,59.0,0.006,3.507
2.075,13.0,5.0,7.5,3.506,5.03,6.0,0.21,1.638,1.315,2.753,4.98,24.593,0.214,0.251,-16.52,35.09,-9.67,-1.44,-0.14,200.0,59.0,0.006,11.312
2.075,13.2,5.0,7.48,3.518,5.22,8.0,0.13,1.635,1.288,3.002,4.709,24.824,0.171,-0.471,2.61,-32.79,-29.86,-21.61,-0.22,200.0,59.0,0.006,11.294
2.075,12.4,5.0,7.37,3.536,5.16,8.0,0.16,1.73,1.213,2.752,4.113,23.985,0.782,0.155,-78.88,76.72,-53.89,-59.79,-0.96,200.0,59.0,0.006,10.758
2.075,11.6,5.0,7.24,3.554,5.08,8.0,0.21,1.567,1.173,2.502,3.887,23.126,-0.095,0.581,-27.1,55.96,30.27,6.2,-0.77,200.0,59.0,0.006,10.082
2.075,9.0,5.0,6.88,3.606,4.85,8.0,0.49,1.287,0.983,1.682,3.141,20.635,0.596,-0.202,0.43,3.81,-61.01,-9.89,-1.0,200.0,59.0,0.006,8.101
2.075,5.2,5.0,5.04,3.771,4.52,8.0,0.81,0.514,-0.172,0.661,1.503,16.694,0.453,-0.355,-87.24,29.39,-36.76,-92.74,-1.04,200.0,59.0,0.006,5.084
2.075,3.6,4.0,4.69,3.777,3.97,8.0,0.92,0.509,-0.107,0.637,1.45,15.198,-0.266,-0.897,38.01,-98.39,-8.01,-12.86,-0.7,200.0,59.0,0.006,3.507
2.085,12.4,5.0,7.37,3.536,5.16,8.0,0.16,1.743,1.211,2.752,4.097,23.913,0.479,-0.571,21.88,-39.83,-64.84,-10.3,-1.0,200.0,59.0,0.006,10.758
2.105,12.6,5.0,7.5,3.513,5.0,6.0,0.23,1.666,1.337,2.587,4.762,24.239,0.236,-0.484,24.92,-42.91,-40.65,-3.51,-0.38,200.0,59.0,0.006,10.944
2.105,12.0,5.0,7.4,3.524,4.97,6.0,0.29,1.545,1.177,2.471,4.642,23.713,0.61,-0.822,48.41,-68.67,-89.73,-0.73,-0.09,200.0,59.0,0.006,10.375
2.105,4.2,5.0,5.0,3.77,4.26,6.0,1.08,0.606,0.089,0.664,1.477,15.743,-0.158,-0.124,0.37,-15.52,11.08,-6.05,0.03,200.0,59.0,0.006,3.579
2.105,9.6,5.0,6.98,3.592,4.91,8.0,0.42,1.381,1.14,1.877,3.43,21.272,1.357,-1.054,123.55,-98.24,-179.79,51.73,-0.49,200.0,59.0,0.006,8.559
2.105,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.316,1.026,1.752,3.227,20.807,-0.213,0.338,-21.2,30.15,33.55,-0.82,-0.92,200.0,59.0,0.006,8.252
2.115,11.6,5.0,7.24,3.554,5.08,8.0,0.21,1.593,1.088,2.502,3.75,23.275,0.716,1.028,-47.59,130.59,-28.88,12.28,-1.29,200.0,59.0,0.006,10.082
2.115,10.0,5.0,7.04,3.583,4.95,8.0,0.37,1.421,1.168,2.002,3.573,21.55,0.869,-0.981,15.26,-56.84,-113.41,-37.6,-0.43,200.0,59.0,0.006,8.867
2.115,9.6,5.0,6.98,3.592,4.91,8.0,0.42,1.371,1.082,1.877,3.362,21.157,0.397,-1.425,72.56,-136.54,-92.08,-11.36,-0.8,200.0,59.0,0.006,8.559
2.115,6.2,5.0,5.75,3.726,4.65,8.0,0.71,0.721,0.151,0.822,1.9,17.865,0.567,-0.527,27.99,-36.68,-73.89,-3.24,-0.75,200.0,59.0,0.006,5.982
2.125,14.3,5.0,7.67,3.482,5.08,6.0,0.15,1.823,1.532,3.158,5.496,25.941,0.407,0.057,25.11,6.5,-41.25,24.48,-0.32,200.0,59.0,0.006,12.516
2.125,11.8,5.0,7.27,3.55,5.09,8.0,0.2,1.556,1.195,2.565,4.036,23.401,0.317,-0.363,19.01,-27.71,-44.02,-2.51,-0.47,200.0,59.0,0.006,10.22
2.125,6.4,5.0,5.93,3.716,4.66,8.0,0.7,0.784,0.317,0.853,1.993,17.982,0.946,-0.101,53.84,-1.69,-102.05,40.88,-0.49,200.0,59.0,0.006,6.148
2.135,12.4,5.0,7.37,3.536,5.16,8.0,0.16,1.711,1.215,2.752,4.138,24.001,0.603,-0.725,-20.19,-28.41,-75.3,-55.07,-0.88,200.0,59.0,0.006,10.758
2.135,11.2,5.0,7.19,3.562,5.04,8.0,0.24,1.535,1.152,2.377,3.736,22.931,0.918,-0.819,25.7,-47.44,-116.12,-20.67,-0.9,200.0,59.0,0.006,9.792
2.135,9.6,5.0,6.98,3.592,4.91,8.0,0.42,1.371,1.082,1.877,3.362,21.184,0.611,0.598,-75.06,106.21,-27.15,-33.18,-0.8,200.0,59.0,0.006,8.559
2.135,9.4,5.0,6.95,3.596,4.89,8.0,0.44,1.36,1.118,1.815,3.365,21.03,-0.426,-0.19,29.07,-44.32,29.75,15.0,-0.56,200.0,59.0,0.006,8.405
2.135,5.8,5.0,5.42,3.746,4.61,8.0,0.75,0.647,0.056,0.759,1.701,17.429,0.826,-0.17,-5.77,17.49,-82.57,-13.82,-0.55,200.0,59.0,0.006,5.637
2.145,11.8,5.0,7.27,3.55,5.09,8.0,0.2,1.569,1.191,2.565,3.995,23.433,1.124,-0.06,33.94,17.71,-115.16,25.93,-0.6,200.0,59.0,0.006,10.22
2.145,9.8,5.0,7.01,3.588,4.93,8.0,0.4,1.392,1.092,1.94,3.406,21.435,0.963,0.554,-46.14,101.22,-67.36,-10.53,-0.82,200.0,59.0,0.006,8.713
2.145,9.4,5.0,6.95,3.596,4.89,8.0,0.44,1.352,1.083,1.815,3.329,21.062,0.171,-0.194,12.66,-16.04,-24.37,0.7,-0.73,200.0,59.0,0.006,8.405
2.145,9.0,5.0,6.88,3.606,4.85,8.0,0.49,1.295,1.016,1.682,3.169,20.633,0.203,-0.754,-1.37,-54.07,-41.63,-40.68,-0.86,200.0,59.0,0.006,8.101
2.155,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.535,1.183,2.44,3.869,23.121,0.086,0.156,-11.16,21.26,-1.6,-1.34,-0.61,200.0,59.0,0.006,9.94
2.155,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.433,1.068,2.065,3.448,21.802,1.143,-0.105,13.59,24.69,-115.23,6.11,-1.13,200.0,59.0,0.006,9.022
2.155,9.2,5.0,6.91,3.601,4.87,8.0,0.47,1.33,1.082,1.752,3.281,20.792,-0.087,-0.209,22.61,-31.13,-1.88,8.41,-0.67,200.0,59.0,0.006,8.252
2.155,5.8,5.0,5.42,3.746,4.61,8.0,0.75,0.627,-0.009,0.76,1.706,17.376,0.287,0.431,53.2,19.69,-23.98,68.25,-0.8,200.0,59.0,0.006,5.637
2.155,10.6,5.0,6.96,3.595,5.09,9.0,0.22,1.35,1.046,2.029,3.306,22.2,2.253,-2.006,187.06,-176.91,-309.3,54.78,-0.89,200.0,59.0,0.006,9.697
2.165,13.6,5.0,7.55,3.508,5.25,8.0,0.12,1.893,1.398,3.127,4.682,25.272,0.882,-0.204,-35.84,31.46,-84.84,-41.49,-0.81,200.0,59.0,0.006,11.541
2.165,9.8,5.0,7.01,3.588,4.93,8.0,0.4,1.389,1.067,1.94,3.375,21.419,0.801,-0.317,26.68,-10.98,-91.44,6.13,-0.97,200.0,59.0,0.006,8.713
2.165,9.4,5.0,6.95,3.596,4.89,8.0,0.44,1.369,1.157,1.815,3.451,21.032,0.128,0.154,-35.34,34.3,-1.5,-22.18,-0.37,200.0,59.0,0.006,8.405
2.165,7.0,5.0,6.29,3.684,4.7,8.0,0.65,0.897,0.392,0.934,2.267,18.704,0.158,-0.12,15.58,-11.9,-21.64,7.01,-1.4,200.0,59.0,0.006,6.625
2.165,8.6,5.0,6.66,3.635,4.9,9.0,0.45,1.128,0.702,1.342,2.725,20.332,1.806,-0.296,-86.95,81.01,-167.73,-90.17,-1.45,200.0,59.0,0.006,8.021
2.175,12.6,5.0,7.39,3.531,5.18,8.0,0.15,1.742,1.234,2.815,4.243,24.386,0.694,0.635,48.84,53.52,-56.61,75.57,-0.82,200.0,59.0,0.006,10.902
2.175,11.4,5.0,7.21,3.558,5.06,8.0,0.23,1.512,1.185,2.44,3.983,23.117,0.785,-0.634,53.66,-50.96,-104.64,12.32,-0.34,200.0,59.0,0.006,9.94
2.175,9.6,5.0,6.98,3.592,4.91,8.0,0.42,1.375,1.105,1.877,3.388,21.366,1.074,-0.764,24.97,-37.68,-131.52,-19.18,-0.68,200.0,59.0,0.006,8.559
2.175,6.8,5.0,6.21,3.695,4.68,8.0,0.66,0.868,0.447,0.904,2.168,18.402,0.165,-0.249,26.95,-27.87,-28.27,9.89,-0.79,200.0,59.0,0.006,6.469
